category	mode	size	sha256	path
untracked	644	4617	605ea17347f5142e36a0c822133fe35ae5a714d1ae9feb9b201b83dedcfb1270	packages/hrx/test/leave-type-economics.test.js
untracked	644	4919	e09746032fb51a8b573610726ee60ec5986e8fcbff5aa75d5d55ea04ba4d5450	packages/hrx/test/leave-type-rule-backfill.test.js
untracked	644	4231	2c83de2013678e28b8a964496818c4d3d12684b59dc881880de732027b0db27d	packages/hrx/test/migration-safety.test.js
tracked_modified	644	7334	b81d3e324aa59083ec18605e640b3872d13e6b43257059c3ef648e723fc0be71	packages/hrx/test/migration.test.js
untracked	644	11766	8e2088bffd34a6a42af577db311bac04155da8a5a7557ee73085b89fc819e7dd	packages/hrx/test/payroll-calculation-engine.test.js
untracked	644	8232	66169257a2b2db8c4e1aeb4df25be65d11089361649b7850d4ce27f4fe396dcd	packages/hrx/test/payroll-deduction-engine.test.js
untracked	644	8911	0a8bdceb348b87db593497be66e8b9b279e7b5c9b4d88a78201488b1edc0084e	packages/hrx/test/payroll-document-service.test.js
untracked	644	11594	c7d73694ccb403dcb30bbba4e93f07956b853a3426f3eb03b3f8634ad90fe3d2	packages/hrx/test/payroll-filing-service.test.js
untracked	644	19011	33737686b35cf7affca631c9bcc93ea5c3569e83e21dc1f93748769667904412	packages/hrx/test/payroll-input-snapshot-service.test.js
untracked	644	4182	0db79b2e2d3f43f7a533cc9e9ffb7107e8055a27cc3ba76b25a051b135f473f7	packages/hrx/test/payroll-migration-service.test.js
untracked	644	1476	371ddd0d606bff6e8d048d9a3c72248ee1353920eb95630efd6cd2829f58dbf3	packages/hrx/test/payroll-money.test.js
untracked	644	2573	9a3b4f4f983109d93a844d6720751b04a2aaec3675cdff0aadfb74679a01b0f5	packages/hrx/test/payroll-parallel-comparison-service.test.js
untracked	644	9444	7288c125fe9ce8b38187a6687045dd2e59f9fd8354ace7490619ca0fc4e36863	packages/hrx/test/payroll-payment-service.test.js
untracked	644	2397	a6458fc74ec79e2de431ad25de1d198cb3c9f4a02f8d7fc78c737c6f3106c31d	packages/hrx/test/payroll-readiness-contract.test.js
untracked	644	14864	964df6210da85bbee5cb1b83d6597791506608dfb6e0012105fb62f599b9d22c	packages/hrx/test/payroll-repository.test.js
untracked	644	11863	972da8cd163974fbc96e8c631655afd2e3800f0e0f746f1197067b6012466654	packages/hrx/test/payroll-run-service.test.js
untracked	644	2490	45c67c451465aa3d2086e5f5da6d6a9a155fadf4d8d075a2127df1c25762850b	packages/hrx/test/payroll-statutory-rule-service.test.js
untracked	644	6249	1baf16ce37b8b7743f89039779a0386d760f5c05e51f4f6d8348e94ead4b46e1	packages/hrx/test/payroll-year-end-service.test.js
untracked	644	2169	67c42dfe45d9f6a52a34c9c4378bb17c8cd0cb300725fea9dbba6e6e98d83765	packages/hrx/test/provider-receipt-contract.test.js
tracked_modified	644	22836	31aebbe03740fcb5e83a103fc24a3666d0fb59f633d0ae1e7f4d25344ae761ee	scripts/build-matter-desktop-mac.mjs
tracked_modified	644	8475	ef7ca6c9b43c6315f9999f3817f305e62adedeb346a590e936285a0c6cbbc4aa	scripts/build-matter-desktop-win.mjs
untracked	644	12114	af79e65037274453d14331df7961fe5fb597038f2aced86bceec9d02953aee7c	scripts/generate-forest-checkpoint-evidence.mjs
tracked_modified	644	2073	d6b85370be78bf3ecfa5370606b95a80f140ea722191c22c02006234741b2079	scripts/prepare-matter-desktop-web-renderer.mjs
tracked_modified	644	49630	f81dc85b9bdc680ab1a9d4a13cf4c9f54fb53cb58e307274680736ef59dd210f	scripts/run-leave-management-packaged-qa.mjs
untracked	644	15573	83c6c07579158dfb15848a6a621b01ea1d8f5b21620ea7bed22920024565ad9e	scripts/run-payroll-browser-qa.mjs
untracked	644	23154	9cc1f65e0b3121c36e3c67cff033e595be00b94fb76bdece9ba9236e44216f83	scripts/run-payroll-packaged-qa.mjs
tracked_modified	644	3493	86f9cbfc8f929b533c803f6cbbb44023edc49f5eaed0f37bd7b1bab6bf018b45	scripts/validate-public-renderer-no-hrx-roster-pii.mjs
untracked	644	29355	23fe2e0ca0d1681d85f84e6ab3f58ad038a2af9281b26c8f750ff6fbfe5fe726	workbook/forest-v0.1.17-main-integration-release-goal-plan-2026-07-15.md
untracked	644	59663	fa9eaa8ccb34080b42e2016935c024600e5c0714fa39e833ee11df4a52552340	workbook/hrx-leave-payroll-tuw-implementation-plan-2026-07-14.md
