cmp_tuw_id,cmp_gate,cmp_gate_name,cmp_workstream,cmp_task,risk,priority,runtime_readiness_target,integration_order,implementation_batch,repo_absorption_lane,existing_lfos_anchor,github_history_unit,runtime_claim_rule,status
CMP-G2-W02-T011,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,legal client vs billing client validation 구현,High,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-legal-client-vs-billing-client-validation-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T012,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,duplicate detection service 구현,High,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-duplicate-detection-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T013,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Party merge workflow 구현,High,P1,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-party-merge-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T014,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Party split workflow 구현,High,P1,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-party-split-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T015,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Prospective/Legal/Billing/Counterparty role model 구현,High,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-prospective-legal-billing-counterparty-role-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T016,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Conflict-relevant party snapshot 생성,High,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-conflict-relevant-party-snapshot-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T017,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Party read API security trimming 구현,High,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-party-read-api-security-trimming-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T018,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,Client dashboard overview API 구현,Medium,P1,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-client-dashboard-overview-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G2-W02-T019,CMP-G2,Party & Client Master Runtime,W02 Party & Client Master Runtime,G2 Master Data closeout report 생성,Medium,P0,R4,03,B03a-party-client-master-runtime,packages/master-data; apps/api master-data routes; apps/web party/client surfaces,LFOS-G2-W02-T001..LFOS-G2-W02-T014,branch codex/lawos-cmp-g2-w02; commit/PR slice cmp-g2-w02-g2-master-data-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T001,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Employee schema + migration 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-employee-schema-migration-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T002,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,UserEmployeeLink controlled mapping 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-useremployeelink-controlled-mapping-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T003,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,EmploymentProfile schema 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-employmentprofile-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T004,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,OrganizationUnit / PracticeGroup model 구현,Medium,P1,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-organizationunit-practicegroup-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T005,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,CapacityProfile runtime 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-capacityprofile-runtime-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T006,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,CapacityCalendar service 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-capacitycalendar-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T007,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,WorkloadReadModel 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-workloadreadmodel-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T008,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,LeaveBalance model 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-leavebalance-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T009,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,LeaveRequest API/workflow 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-leaverequest-api-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T010,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,AttendanceEvent model/API 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-attendanceevent-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T011,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,HRDocument envelope → Vault link 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-hrdocument-envelope-vault-link-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T012,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,CompensationRecord guarded model 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-compensationrecord-guarded-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T013,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,EvaluationRecord ACL/audit 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-evaluationrecord-acl-audit-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T014,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Candidate schema 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-candidate-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T015,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Candidate data separation guard 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-candidate-data-separation-guard-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T016,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,OnboardingPlan workflow 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-onboardingplan-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T017,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,OffboardingPlan workflow 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-offboardingplan-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T018,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Offboarding IAM/Matter/Vault revoke transaction 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-offboarding-iam-matter-vault-revoke-transaction-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T019,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,PeopleRiskEvent model 구현,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-peopleriskevent-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T020,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,HR-sensitive permission matrix 구현,Critical,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-hr-sensitive-permission-matrix-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T021,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,People directory API/UI 구현,Medium,P1,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-people-directory-api-ui-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T022,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Employee profile API/UI 구현,Medium,P1,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-employee-profile-api-ui-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T023,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,Workload/capacity calendar UI 구현,Medium,P1,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-workload-capacity-calendar-ui-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G3-W03-T024,CMP-G3,People / HRX Runtime Foundation,W03 People / HRX Runtime Foundation,G3 People runtime closeout report 생성,High,P0,R4,04,B03b-people-hrx-runtime-foundation,packages/hrx; apps/api hrx routes; apps/web people surfaces; docs/hrx-enterprise,LFOS-G7-W13-T001..LFOS-G7-W13-T008 plus HRX runtime docs,branch codex/lawos-cmp-g3-w03; commit/PR slice cmp-g3-w03-g3-people-runtime-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T001,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter schema를 Employee/MatterTeam 기준으로 재정렬,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-schema를-employee-matterteam-기준으로-재정렬,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T002,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter number reservation service 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-number-reservation-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T003,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter opening transaction 구현,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-opening-transaction-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T004,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Intake clearance token 검증 연결,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-intake-clearance-token-검증-연결,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T005,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,MatterTeamMember.employee_id required 전환,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matterteammember-employee-id-required-전환,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T006,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter role + allocation percent 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-role-allocation-percent-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T007,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,HRX availability precheck 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-hrx-availability-precheck-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T008,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,leave/attendance capacity impact 연결,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-leave-attendance-capacity-impact-연결,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T009,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter access grant on team add 구현,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-access-grant-on-team-add-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T010,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,offboarding access revocation hook 연결,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-offboarding-access-revocation-hook-연결,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T011,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,MatterTask model/API 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-mattertask-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T012,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Task state machine 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-task-state-machine-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T013,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,MatterDeadline / CalendarEvent model 구현,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matterdeadline-calendarevent-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T014,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,critical deadline dual control 구현,Critical,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-critical-deadline-dual-control-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T015,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,MatterStatusHistory immutable log 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matterstatushistory-immutable-log-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T016,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter timeline read model 구현,Medium,P1,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-timeline-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T017,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Client report projection model 구현,Medium,P1,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-client-report-projection-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T018,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter closing checklist 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-closing-checklist-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T019,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,WIP/AR open blocks closing rule 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-wip-ar-open-blocks-closing-rule-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T020,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,silent matter visibility rule 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-silent-matter-visibility-rule-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
