category	path	origin_main_blob	integration_blob	status	semantic_disposition	validation
SECURITY_AUTHZ	packages/runtime-auth/src/session.js	c5dffdeb395e0c631d5992c16aecd2dc9cd5441d	c5dffdeb395e0c631d5992c16aecd2dc9cd5441d	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/test/audit-break-glass.test.js	738e6202f6fb58040dcf6c0d550892f4c612f889	738e6202f6fb58040dcf6c0d550892f4c612f889	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/test/authz-context.test.js	fc6abdc612ccd53577c2db4da74f8f6b6bf91d22	fc6abdc612ccd53577c2db4da74f8f6b6bf91d22	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/test/matter-vault-user-registration-seed.test.js	7b4efa1f712519a3a910b4c8c91ab3acdb167849	c55d9467ec77400e49eed645ce45547d4ef83fdf	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	packages/runtime-auth/test/principal.test.js	92a2837bf84aabdc61a322ddabda9a9a6c4f2e60	92a2837bf84aabdc61a322ddabda9a9a6c4f2e60	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/test/session-provider.test.js	d1d153c358f3d8f5ce0d169ea0daab0d46105284	d1d153c358f3d8f5ce0d169ea0daab0d46105284	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-integration/test/security-boundary.test.js	9899cecd9cc6a7430627bb20ae46de8d560e35bc	9899cecd9cc6a7430627bb20ae46de8d560e35bc	BYTE_IDENTICAL	PRESERVED	blob_identity
CRITICAL_OPERATIONS	scripts/audit-launch-authority-traceability.mjs	8cc7a44ae3ac293ff0ce26f860d57478874c26cd	8cc7a44ae3ac293ff0ce26f860d57478874c26cd	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/audit-no-in-memory-production.mjs	4a1b9089180a38005571c1c56e2d7e78d777703a	4a1b9089180a38005571c1c56e2d7e78d777703a	BYTE_IDENTICAL	PRESERVED	blob_identity
BACKUP_DR	scripts/drill-matter-vault-backup-restore.mjs	fe6b758ebccd9afc8f9ceb9b7f23d1c0ce6527a6	6b7a8ee6115434038e47e4a27640492d1481b521	MODIFIED	STRENGTHENED_EXECUTABLE_SYNTHETIC_DRILL	backup_tests_and_drill
BACKUP_DR	scripts/hrx-backup-restore-smoke.mjs	a885c38d2a87f8c5f99e20ad05d857263771a5bb	a885c38d2a87f8c5f99e20ad05d857263771a5bb	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/release-matter-desktop-formal.mjs	421e4bbef4c579a642e333dc0654e41a75233997	2f4e5ad14abd66a373d6974ad5c4dfe9cfd7bc4b	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
RELEASE_INFRA	scripts/release-matter-desktop-temporary.mjs	d67b8f92d069f1fe690665751fba971ccc4fc062	b334fda82d1e98f5077f5b4fd01a912931f7119a	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
RELEASE_INFRA	scripts/run-lcx-vltui-production-smoke.mjs	15be5b9db8fae8670877a932b98dcaae9e1ca564	8145ca3a8d52fb7e722f8c908c38884d37e750b0	MODIFIED	STRENGTHENED_SIGNED_PROBE_BOUNDARY	syntax_and_non_go_live_guard
CRITICAL_OPERATIONS	scripts/run-lcx8-shell-auth-local-actions-proof.mjs	a48cc821bc133598b35f1dbca7031ac1758148a8	6ffa2a37302cf73b906c39cb04689a4e89411ebf	MODIFIED	PRESERVED_CURRENT_FOREST_LABELS	syntax_check
RELEASE_INFRA	scripts/smoke-hrx-production.mjs	f0d269adc1c1ddd9e1e102ad2580884b04f86ccc	b19331cd8e9a4c16517ad2e5dc3f4966449697e7	MODIFIED	SUPERSEDED_BY_SIGNED_SESSION_BOUNDARY	negative_security_smoke_and_authz_tests
AWS_RUNTIME_AUTH	scripts/smoke-matter-desktop-aws-runtime.mjs	063886262801422f32a1068873502bc4a607a24f	6c3ade45310b5d2d49d5f690fbdeae52dcfcd48a	MODIFIED	STRENGTHENED_PROTECTED_RESET_ACCOUNT	desktop_auth_tests
CRITICAL_OPERATIONS	scripts/update-lcx8-shell-auth-local-actions-closeout.mjs	39fd240b2597efffa43cda564f367b50db1d8c84	39fd240b2597efffa43cda564f367b50db1d8c84	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-hrx-release-adoption.mjs	f7a19e20f19e373f6d7579be4af3575750669c2e	f7a19e20f19e373f6d7579be4af3575750669c2e	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-hrx-release-readiness.mjs	279be8faa7f1b46c259a186dae8238fcdeef5aaa	279be8faa7f1b46c259a186dae8238fcdeef5aaa	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	scripts/validate-hrx-route-authz.mjs	dc1475cf424a8b677ccbd269914dcc8d0649049c	982d2a30ad53b5d3dd7f1393b4b230f9f2bcc9a0	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	scripts/validate-hrx-security-negative-tests.mjs	06eaf9b7c5f73af3d3236c30c1b0ce71c0683d9f	06eaf9b7c5f73af3d3236c30c1b0ce71c0683d9f	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-lcx-hrx-sft-production-rollout.mjs	a889b4ced28614e82a3d4cc4444399ee8a086464	6f26e5b886618e5e3eea502a328402ee399e8616	MODIFIED	SUPERSEDED_RETIRED_UI_REFERENCE	rollout_validator
RELEASE_INFRA	scripts/validate-matter-desktop-formal-release-bundle.mjs	2943183a2dca978c5f63d599273defb03b2ede91	68666b490c8d9f48c29eca71caf661395493b628	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
RELEASE_INFRA	scripts/validate-matter-desktop-no-public-release-claim.mjs	d9895ef0cea28d8a48947a730c1ad31e7b79ba65	d9895ef0cea28d8a48947a730c1ad31e7b79ba65	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-nonwindows-release-gates.mjs	df436ec4eb01abd678f189ffbb733f3069cbbf79	df436ec4eb01abd678f189ffbb733f3069cbbf79	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-production-go-live-decision-intake.mjs	ff653d3624296f7a01c6cd3a9f053dd4788ded98	ff653d3624296f7a01c6cd3a9f053dd4788ded98	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-production-go-live-receipt.mjs	40026135e7bf41abec770f613114e5fb4be8c414	40026135e7bf41abec770f613114e5fb4be8c414	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-release-boundary.mjs	00fd19dc8d4684c9101ac8c256114609c552deea	c914f185dd6b20131442f1e5d0fe9aaa9a718c60	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
SECURITY_AUTHZ	scripts/validate-matter-desktop-security.mjs	d4c6c2e1c8b0077374e15842673d75a5f0c935fe	d4c6c2e1c8b0077374e15842673d75a5f0c935fe	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-temporary-release-bundle.mjs	68739224cfb833608911e62718604ca5470b7a37	8bfa82064c6bb08b73d02f6b728d0a60f3eaf272	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
RELEASE_INFRA	scripts/validate-matter-desktop-temporary-release-plan.mjs	4a29ee8bfd43a304c4a3ae15a3cca2a0ad272f44	4a29ee8bfd43a304c4a3ae15a3cca2a0ad272f44	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-windows-authenticode-approval-intake.mjs	6a7b89648de97e6874ef189bc8022b2a65b1290f	6a7b89648de97e6874ef189bc8022b2a65b1290f	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-windows-authenticode-azure-receipt.mjs	f6c46a4347d768f2d16cb426815e8130d3f655c2	f6c46a4347d768f2d16cb426815e8130d3f655c2	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-windows-authenticode-korea-provider-pivot.mjs	99523122bc96eb5c7c63660d09f7b54a47953954	99523122bc96eb5c7c63660d09f7b54a47953954	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-windows-authenticode-preflight.mjs	db0e3d8e57486c087eb2a58f73861bbc34ceb5d3	db0e3d8e57486c087eb2a58f73861bbc34ceb5d3	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	scripts/validate-matter-desktop-windows-unsigned-release-asset.mjs	3f8b57e10d80c38af4c4c069bf09fbfcf9427565	3f8b57e10d80c38af4c4c069bf09fbfcf9427565	BYTE_IDENTICAL	PRESERVED	blob_identity
AWS_RUNTIME_AUTH	scripts/validate-matter-vault-r4-aws-env-plan.mjs	8ce9c10021ed15a657e9a5004f06ded9d7d2e135	8ce9c10021ed15a657e9a5004f06ded9d7d2e135	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	scripts/validate-matter-vault-r4-local-secrets.mjs	6df2479579f5a86b6140bb3752f1224c6f328307	6df2479579f5a86b6140bb3752f1224c6f328307	BYTE_IDENTICAL	PRESERVED	blob_identity
