"screenshot_id","flow_id","screen_family","implementation_phase","state_family","matter_route","expected_text","verification_tier","next_gate"
"146","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","retention and journey builder","/?locale=en&view=analytics","Journeys","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"147","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","retention and journey builder","/?locale=en&view=analytics","Journeys","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"148","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"149","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"150","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"151","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"152","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"153","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"154","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"155","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","dashboard builder","/?locale=ko&view=dashboards","대시보드","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"156","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard chart/report states","/?locale=ko&view=dashboards","Dashboard","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"157","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard AI chart modal","/?locale=en&view=dashboards&modal=generateChart","Generate Chart with AI","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"158","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard AI chart modal","/?locale=en&view=dashboards&modal=generateChart","Generate Chart with AI","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"159","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard chart/report states","/?locale=ko&view=dashboards","Dashboard","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"160","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard report subscription modal","/?locale=en&view=dashboards&modal=dashboardSubscribe","Subscribe to Dashboard Reports","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"161","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","dashboard report subscription success modal","/?locale=en&view=dashboards&modal=dashboardSubscribeSuccess","Your schedules have been updated successfully","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"162","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"163","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"164","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"165","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"166","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard create modal","/?locale=en&view=dashboards&variant=template&modal=createDashboard","Create New Dashboard","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"167","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"168","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"169","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"170","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"171","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"172","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"173","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"174","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"175","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"176","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","all content list","/?locale=ko&view=content","전체 콘텐츠","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"177","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","all content list","/?locale=ko&view=content","전체 콘텐츠","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"178","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","all content list","/?locale=ko&view=content","전체 콘텐츠","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"179","live-events","Live events","P5 matter profiles, event stream, raw evidence","live events","/?locale=ko&view=profiles","이벤트 스트림","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"180","analysis-card-guidance","Guidance cards","P8 Ask matter, cohorts, replay, experiments, flags","analysis card guidance","/?locale=ko&view=ask","Guidance","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"181","analysis-card-guidance","Guidance cards","P8 Ask matter, cohorts, replay, experiments, flags","analysis card guidance","/?locale=ko&view=ask","Guidance","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"182","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"183","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"184","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"185","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"186","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"187","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"188","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"189","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"190","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"191","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"192","product-overview","Product overview dashboard","P3 home dashboards and templates","product overview dashboard","/?locale=ko&view=home","Matter Analytics","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"193","product-overview","Product overview dashboard","P3 home dashboards and templates","product overview dashboard","/?locale=ko&view=home","Matter Analytics","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"194","product-overview","Product overview dashboard","P3 home dashboards and templates","product overview dashboard","/?locale=ko&view=home","Matter Analytics","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"195","product-overview","Product overview dashboard","P3 home dashboards and templates","product overview dashboard","/?locale=ko&view=home","Matter Analytics","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"196","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"197","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"198","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"199","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"200","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"201","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","No Current Location","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"202","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","No Current Location","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"203","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"204","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"205","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"206","user-profiles-list","User profiles list and cohort save","P5 matter profiles, event stream, raw evidence","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"207","user-profile-detail","User profile detail","P5 matter profiles, event stream, raw evidence","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"208","user-profile-detail","User profile detail","P5 matter profiles, event stream, raw evidence","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"209","user-profile-detail","User profile detail","P5 matter profiles, event stream, raw evidence","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"210","cohorts-users","Cohorts and users","P8 Ask matter, cohorts, replay, experiments, flags","cohorts/users","/?locale=en&view=ask","Cohorts","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"211","cohorts-users","Cohorts and users","P8 Ask matter, cohorts, replay, experiments, flags","cohorts/users","/?locale=en&view=ask","Cohorts","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"212","cohorts-users","Cohorts and users","P8 Ask matter, cohorts, replay, experiments, flags","cohorts/users","/?locale=en&view=ask","Cohorts","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"213","session-replay","Session replay","P8 Ask matter, cohorts, replay, experiments, flags","session replay","/?locale=en&view=ask","Session Replay","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"214","session-replay","Session replay","P8 Ask matter, cohorts, replay, experiments, flags","session replay","/?locale=en&view=ask","Session Replay","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"215","session-replay","Session replay","P8 Ask matter, cohorts, replay, experiments, flags","session replay detail modal","/?locale=en&view=ask&modal=sessionReplay","Session Replays","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"216","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"217","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"218","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"219","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","new web experiment blank modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentBlank","Name*","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"220","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","new web experiment filled modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentFilled","Targeted Page","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"221","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","new web experiment advanced modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentAdvanced","Multi-Armed Bandit","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"222","experiments-overview","Experiments overview","P8 Ask matter, cohorts, replay, experiments, flags","experiment opening-tab modal","/?locale=en&view=experiments&modal=openingTab","Opening a new tab","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"223","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"224","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment setup site drawer","/?locale=en&view=experiments&variant=expSiteSetup","Script tag detected","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"225","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment setup variants drawer","/?locale=en&view=experiments&variant=expVariantsDrawer","Set up your variants","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"226","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment visual editor action modal","/?locale=en&view=experiments&variant=expActionModal","Apply an action to this variant","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"227","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"228","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment visual editor property panel","/?locale=en&view=experiments&variant=expVisualEditor","Selector","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"229","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"230","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"231","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"232","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment visual editor adding variants","/?locale=en&view=experiments&variant=expAdding","Adding variants to your experiment","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"233","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"234","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment setup goals draft drawer","/?locale=en&view=experiments&variant=expGoalsDraft","Enable Recommendation","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"235","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment setup goals configured drawer","/?locale=en&view=experiments&variant=expGoalsConfigured","Sign up interest","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"236","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment setup delivery drawer","/?locale=en&view=experiments&variant=expDelivery","Delivery Options","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"237","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"238","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment start confirmation modal","/?locale=en&view=experiments&variant=expStartModal","Start Experiment","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"239","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment detail settings","/?locale=en&view=experiments&variant=expDetailSettings","Targeting","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"240","experiment-builder","Experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","experiment detail activity","/?locale=en&view=experiments&variant=expDetailActivity","Data Quality","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"241","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"242","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"243","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"244","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","visual labeling launch modal","/?locale=en&view=content&modal=visualLabelingLaunch","Launch Visual Labeling","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"245","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"246","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"247","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"248","resources-and-external-preview","Resources and external preview","P4 spaces, all content, search, resource surfaces","resources and external preview","/?locale=ko&view=content","리소스","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"249","data-connections-catalog","Data, connections, catalog","P9 settings, team, billing, profile, notifications","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"250","data-connections-catalog","Data, connections, catalog","P9 settings, team, billing, profile, notifications","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"251","data-connections-catalog","Data, connections, catalog","P9 settings, team, billing, profile, notifications","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"252","data-connections-catalog","Data, connections, catalog","P9 settings, team, billing, profile, notifications","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"253","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"254","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"255","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"256","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"257","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"258","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"259","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"260","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"261","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","all-content archive confirmation modal","/?locale=en&view=content&modal=archive","Archive 2 items?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"262","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"263","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"264","flags-and-content","Feature flags and content","P4 spaces, all content, search, resource surfaces","flags and content","/?locale=ko&view=content","기능 플래그","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"265","global-search","Global search","P1 app shell / navigation / search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"266","global-search","Global search","P1 app shell / navigation / search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"267","global-search","Global search","P1 app shell / navigation / search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"268","invite-teammates","Invite teammates","P9 settings, team, billing, profile, notifications","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"269","invite-teammates","Invite teammates","P9 settings, team, billing, profile, notifications","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"270","invite-teammates","Invite teammates","P9 settings, team, billing, profile, notifications","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"271","invite-teammates","Invite teammates","P9 settings, team, billing, profile, notifications","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"272","notifications","Notifications","P9 settings, team, billing, profile, notifications","notifications settings","/?locale=ko&view=admin","Notifications","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"273","notifications","Notifications","P9 settings, team, billing, profile, notifications","notifications settings","/?locale=ko&view=admin","Notifications","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"274","notifications","Notifications","P9 settings, team, billing, profile, notifications","notifications settings","/?locale=ko&view=admin","Notifications","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"275","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"276","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"277","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"278","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"279","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
