"screenshot_id","flow_id","screen_family","implementation_phase","foundation_status","route_verification_tier","route_verified","evidence_surface","evidence_captures","next_gate"
"63","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"64","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"65","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"66","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"67","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"68","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"69","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"70","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"71","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"72","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"73","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"74","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"75","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"76","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"77","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"78","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"79","segmentation-advanced","Segmentation advanced states","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"80","chart-type-modal","Chart type modal","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"81","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"82","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"83","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"84","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"85","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"86","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"87","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"88","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"89","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"90","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"91","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"92","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"93","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"94","segmentation-output","Segmentation output and custom events","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"95","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"96","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"97","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"98","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"99","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"100","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"101","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"102","share-save-modals","Share and save modals","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"103","chart-page-empty-table","Chart and data table entry","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"104","chart-page-empty-table","Chart and data table entry","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"105","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"106","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"107","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"108","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"109","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"110","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"111","funnel-analysis","Funnel analysis","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"112","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"113","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"114","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"115","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"116","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"117","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"118","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"119","data-table-and-metric","Data table and metric setup","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"120","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"121","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"122","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"123","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
