"screenshot_id","flow_id","screen_family","state_family","matter_route","expected_text","route_verified","verification_tier","next_gate"
"138","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"139","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"140","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"141","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"142","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"143","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"144","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"145","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"146","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"147","retention-and-journeys","Retention and journey builder","retention and journey builder","/?locale=en&view=analytics","Journeys","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"148","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"149","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"150","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"151","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"152","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"153","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"154","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"155","dashboard-create","Dashboard builder","dashboard builder","/?locale=ko&view=dashboards","대시보드","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"156","dashboard-chart-report","Dashboard chart/report states","dashboard chart/report states","/?locale=ko&view=dashboards","Dashboard","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"157","dashboard-chart-report","Dashboard chart/report states","dashboard AI chart modal","/?locale=en&view=dashboards&modal=generateChart","Generate Chart with AI","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"158","dashboard-chart-report","Dashboard chart/report states","dashboard AI chart modal","/?locale=en&view=dashboards&modal=generateChart","Generate Chart with AI","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"159","dashboard-chart-report","Dashboard chart/report states","dashboard chart/report states","/?locale=ko&view=dashboards","Dashboard","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"160","dashboard-chart-report","Dashboard chart/report states","dashboard report subscription modal","/?locale=en&view=dashboards&modal=dashboardSubscribe","Subscribe to Dashboard Reports","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"161","dashboard-chart-report","Dashboard chart/report states","dashboard report subscription success modal","/?locale=en&view=dashboards&modal=dashboardSubscribeSuccess","Your schedules have been updated successfully","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"162","dashboard-templates","Dashboard templates and funnel dashboard","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"163","dashboard-templates","Dashboard templates and funnel dashboard","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"164","dashboard-templates","Dashboard templates and funnel dashboard","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"165","dashboard-templates","Dashboard templates and funnel dashboard","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"166","dashboard-templates","Dashboard templates and funnel dashboard","dashboard create modal","/?locale=en&view=dashboards&variant=template&modal=createDashboard","Create New Dashboard","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"167","dashboard-templates","Dashboard templates and funnel dashboard","dashboard template states","/?locale=en&view=dashboards&variant=template","Template Preview","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"168","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"169","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"170","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"171","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"172","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"173","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"174","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"175","notebooks","Notebook/report surface","notebook/report surface","/?locale=ko&view=dashboards","Notebooks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"176","all-content-initial","All content list","all content list","/?locale=ko&view=content","전체 콘텐츠","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"177","all-content-initial","All content list","all content list","/?locale=ko&view=content","전체 콘텐츠","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"178","all-content-initial","All content list","all content list","/?locale=ko&view=content","전체 콘텐츠","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"179","live-events","Live events","live events","/?locale=ko&view=profiles","이벤트 스트림","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"180","analysis-card-guidance","Guidance cards","analysis card guidance","/?locale=ko&view=ask","Guidance","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"181","analysis-card-guidance","Guidance cards","analysis card guidance","/?locale=ko&view=ask","Guidance","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"182","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"183","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"184","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"185","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"186","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"187","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"188","ask-ai","Ask AI","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"189","ask-ai","Ask AI","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"190","ask-ai","Ask AI","Ask feedback modal","/?locale=en&view=ask&variant=retention&modal=feedback","Were you satisfied with the response?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"191","ask-ai","Ask AI","Ask AI answer state","/?locale=en&view=ask&variant=retention","Generated retention chart","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"192","product-overview","Product overview dashboard","product overview dashboard","/?locale=ko&view=home","Matter Analytics","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"193","product-overview","Product overview dashboard","product overview dashboard","/?locale=ko&view=home","Matter Analytics","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"194","product-overview","Product overview dashboard","product overview dashboard","/?locale=ko&view=home","Matter Analytics","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"195","product-overview","Product overview dashboard","product overview dashboard","/?locale=ko&view=home","Matter Analytics","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"196","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"197","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"198","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"199","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"200","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"201","user-profiles-list","User profiles list and cohort save","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","No Current Location","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"202","user-profiles-list","User profiles list and cohort save","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","No Current Location","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"203","user-profiles-list","User profiles list and cohort save","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"204","user-profiles-list","User profiles list and cohort save","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"205","user-profiles-list","User profiles list and cohort save","save cohort modal","/?locale=en&view=profiles&variant=userList&modal=saveCohort","Save","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"206","user-profiles-list","User profiles list and cohort save","user profiles list","/?locale=en&view=profiles&variant=userList","Matching Profiles","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"207","user-profile-detail","User profile detail","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"208","user-profile-detail","User profile detail","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"209","user-profile-detail","User profile detail","user profile detail","/?locale=ko&view=profiles","Raw 이벤트","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"210","cohorts-users","Cohorts and users","cohorts/users","/?locale=en&view=ask","Cohorts","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"211","cohorts-users","Cohorts and users","cohorts/users","/?locale=en&view=ask","Cohorts","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"212","cohorts-users","Cohorts and users","cohorts/users","/?locale=en&view=ask","Cohorts","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"213","session-replay","Session replay","session replay","/?locale=en&view=ask","Session Replay","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"214","session-replay","Session replay","session replay","/?locale=en&view=ask","Session Replay","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"215","session-replay","Session replay","session replay detail modal","/?locale=en&view=ask&modal=sessionReplay","Session Replays","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"216","experiments-overview","Experiments overview","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"217","experiments-overview","Experiments overview","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"218","experiments-overview","Experiments overview","experiments overview","/?locale=en&view=experiments&variant=overviewCards","Web experimentation","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"219","experiments-overview","Experiments overview","new web experiment blank modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentBlank","Name*","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"220","experiments-overview","Experiments overview","new web experiment filled modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentFilled","Targeted Page","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"221","experiments-overview","Experiments overview","new web experiment advanced modal","/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentAdvanced","Multi-Armed Bandit","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"222","experiments-overview","Experiments overview","experiment opening-tab modal","/?locale=en&view=experiments&modal=openingTab","Opening a new tab","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"223","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"224","experiment-builder","Experiment builder","experiment setup site drawer","/?locale=en&view=experiments&variant=expSiteSetup","Script tag detected","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"225","experiment-builder","Experiment builder","experiment setup variants drawer","/?locale=en&view=experiments&variant=expVariantsDrawer","Set up your variants","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"226","experiment-builder","Experiment builder","experiment visual editor action modal","/?locale=en&view=experiments&variant=expActionModal","Apply an action to this variant","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"227","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"228","experiment-builder","Experiment builder","experiment visual editor property panel","/?locale=en&view=experiments&variant=expVisualEditor","Selector","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"229","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"230","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"231","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"232","experiment-builder","Experiment builder","experiment visual editor adding variants","/?locale=en&view=experiments&variant=expAdding","Adding variants to your experiment","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"233","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"234","experiment-builder","Experiment builder","experiment setup goals draft drawer","/?locale=en&view=experiments&variant=expGoalsDraft","Enable Recommendation","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"235","experiment-builder","Experiment builder","experiment setup goals configured drawer","/?locale=en&view=experiments&variant=expGoalsConfigured","Sign up interest","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"236","experiment-builder","Experiment builder","experiment setup delivery drawer","/?locale=en&view=experiments&variant=expDelivery","Delivery Options","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"237","experiment-builder","Experiment builder","experiment builder/rollout confirmation","/?locale=en&view=experiments&variant=builder","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"238","experiment-builder","Experiment builder","experiment start confirmation modal","/?locale=en&view=experiments&variant=expStartModal","Start Experiment","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"239","experiment-builder","Experiment builder","experiment detail settings","/?locale=en&view=experiments&variant=expDetailSettings","Targeting","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"240","experiment-builder","Experiment builder","experiment detail activity","/?locale=en&view=experiments&variant=expDetailActivity","Data Quality","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"241","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"242","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"243","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"244","resources-and-external-preview","Resources and external preview","visual labeling launch modal","/?locale=en&view=content&modal=visualLabelingLaunch","Launch Visual Labeling","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"245","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"246","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"247","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"248","resources-and-external-preview","Resources and external preview","resources and external preview","/?locale=ko&view=content","리소스","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"249","data-connections-catalog","Data, connections, catalog","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"250","data-connections-catalog","Data, connections, catalog","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"251","data-connections-catalog","Data, connections, catalog","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"252","data-connections-catalog","Data, connections, catalog","data connections/catalog settings","/?locale=ko&view=admin","조직 설정","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"253","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"254","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"255","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"256","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"257","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"258","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"259","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"260","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"261","flags-and-content","Feature flags and content","all-content archive confirmation modal","/?locale=en&view=content&modal=archive","Archive 2 items?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"262","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"263","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"264","flags-and-content","Feature flags and content","flags and content","/?locale=ko&view=content","기능 플래그","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"265","global-search","Global search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"266","global-search","Global search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"267","global-search","Global search","global search","/?locale=ko&view=home&query=atlas","Search ""atlas""","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"268","invite-teammates","Invite teammates","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"269","invite-teammates","Invite teammates","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"270","invite-teammates","Invite teammates","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"271","invite-teammates","Invite teammates","invite teammates modal","/?locale=ko&view=admin&modal=invite","멤버 초대","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"272","notifications","Notifications","notifications settings","/?locale=ko&view=admin","Notifications","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"273","notifications","Notifications","notifications settings","/?locale=ko&view=admin","Notifications","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"274","notifications","Notifications","notifications settings","/?locale=ko&view=admin","Notifications","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
