tuw_id,gate,gate_name,domain,phase,sprint_window,pr_slice,priority,target_r_level,task,owner_role,target_files,evidence_path,source_status,repo_status,existing_target_state,implementation_gate,acceptance_criteria
CMP-G2-W02-T019,CMP-G2,Party & Client Master Runtime,Party Master,P2,S06-S07,PR-04,P2,R4 foundation,G2 closeout report,Master Data Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g2-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g2-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T001,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Employee repository and migrations,HRX/People Lead,packages/hrx/src/repository.js; packages/hrx/src/migrations/001_hrx_core.sql,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-001.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,Employee persisted and tenant-scoped; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T002,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,EmploymentProfile runtime,HRX/People Lead,packages/hrx/src/employment-profile.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-002.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,effective date and status tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T003,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,UserEmployeeLink runtime,HRX/People Lead,packages/hrx/src/identity-link.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-003.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,User != Employee namespace test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T004,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Role and org model runtime,HRX/People Lead,packages/hrx/src/org.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-004.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,role/org reference validation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T005,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,CapacityProfile runtime,HRX/People Lead,packages/hrx/src/capacity-profile.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,utilization denominator test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T006,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Leave request runtime,HRX/People Lead,packages/hrx/src/leave/request-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-006.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,leave balance and approval tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T007,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Leave balance ledger,HRX/People Lead,packages/hrx/src/leave/balance.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-007.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,negative balance blocked or review-required; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T008,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Attendance event runtime,HRX/People Lead,packages/hrx/src/attendance.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-008.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,attendance to capacity tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T009,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P0,R4 foundation,Matter workload projection,HRX/People Lead,packages/matter/src/hrx-workload-projection.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-009.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,workload aggregation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T010,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,HRDocument Vault envelope,HRX/People Lead,packages/hrx/src/documents.js; packages/dms/src/vault-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-010.md,Not Started,partial_target_present,some_declared_targets_present,not_closed,non-HR denied and audit on read; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T011,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Evaluation access control,HRX/People Lead,packages/hrx/src/evaluation.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,evaluation read audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T012,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Compensation boundary,HRX/People Lead,packages/hrx/src/compensation.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-012.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,masked for unauthorized role; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T013,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Onboarding plan runtime,HRX/People Lead,packages/hrx/src/onboarding.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-013.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,onboarding state tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T014,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Offboarding plan runtime,HRX/People Lead,packages/hrx/src/offboarding.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-014.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,access revoked across modules; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T015,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Candidate data separation,HRX/People Lead,packages/hrx/src/recruiting/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-015.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,CRM/Party contamination test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T016,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,Recruiting pipeline runtime,HRX/People Lead,packages/hrx/src/recruiting/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-016.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,candidate portal separation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T017,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P1,R4 foundation,HRX AI guardrails,HRX/People Lead,packages/hrx/src/ai/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-017.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,human review required; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T018,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,HRX audit events,HRX/People Lead,packages/audit/src/hrx-events.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-018.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,audit event taxonomy tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T019,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,HRX permission policy,HRX/People Lead,packages/authz/src/hrx-*.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,sensitive scope tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T020,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,People API contracts,HRX/People Lead,apps/api/src/routes/hrx/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-020.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,API contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T021,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,People UI live screens,HRX/People Lead,apps/web/src/people/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-021.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,Playwright HRX tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T022,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,G3 R4 validator,HRX/People Lead,scripts/validate-cmp-r4-g3.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails if User/Employee conflated; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T023,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,G3 closeout report,HRX/People Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g3-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G3-W03-T024,CMP-G3,People / HRX Runtime Foundation,People/HRX,P2,S07-S08,PR-04,P2,R4 foundation,HRX migration seed separation,HRX/People Lead,packages/hrx/fixtures/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g3-024.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,seed/synthetic separation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T001,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter repository and migrations,Matter Operations Lead,packages/matter/src/repository.js; migrations,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Matter persisted and tenant-scoped; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T002,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter schema R4 hardening,Matter Operations Lead,packages/matter/src/model.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-002.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,clearance required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T003,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter number service,Matter Operations Lead,packages/matter/src/numbering-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,duplicate matter number blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T004,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter opening transaction,Matter Operations Lead,packages/matter/src/opening-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,rollback on DMS/Billing failure; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T005,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,MatterTeam employee-based model,Matter Operations Lead,packages/matter/src/model.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-005.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,user_id-only member blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T006,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Staffing availability precheck,Matter Operations Lead,packages/matter/src/staffing-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,unavailable/offboarded employee blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T007,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter role permission mapping,Matter Operations Lead,packages/matter/src/role-policy.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,role permission tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T008,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Matter task runtime,Matter Operations Lead,packages/matter/src/task-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,invalid transition blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T009,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P0,R4 foundation,Deadline/calendar runtime,Matter Operations Lead,packages/matter/src/calendar-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,deadline change audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T010,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Critical deadline dual control,Matter Operations Lead,packages/matter/src/deadline-dual-control.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,same user cannot confirm; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T011,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter status history,Matter Operations Lead,packages/matter/src/status-history.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,status history append-only; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T012,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter timeline read model,Matter Operations Lead,packages/matter/src/timeline-read-model.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,permission-filtered timeline; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T013,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter client report projection,Matter Operations Lead,packages/matter/src/client-report.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,internal memo omitted; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T014,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter closing checklist,Matter Operations Lead,packages/matter/src/closing-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,close blocked when blockers exist; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T015,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Silent matter support,Matter Operations Lead,packages/matter/src/visibility-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,silent omission test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T016,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter audit coverage,Matter Operations Lead,packages/matter/src/audit.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,audit completeness; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T017,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P1,R4 foundation,Matter API contracts,Matter Operations Lead,apps/api/src/matter-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,API contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T018,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,Matter home UI,Matter Operations Lead,apps/web/src/components/MattersSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,documents/team/WIP/risk shown; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T019,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,Matter opening wizard UI,Matter Operations Lead,apps/web/src/components/MatterOpeningWizard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,stale clearance UI error; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T020,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,Matter team UI,Matter Operations Lead,apps/web/src/components/MatterTeamRoster.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,denied/review states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T021,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,G4 R4 validator,Matter Operations Lead,scripts/validate-cmp-r4-g4.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-021.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails if MatterTeam uses user_id only; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T022,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,G4 closeout report,Matter Operations Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g4-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G4-W04-T023,CMP-G4,Matter Core & Staffing Runtime,Matter Operations,P4,S11-S12,PR-06,P2,R4 foundation,CRM/Intake dependency guard,Matter Operations Lead,packages/matter/src/intake-dependency-guard.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g4-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Opportunity direct Matter blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T001,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Vault repository and migrations,Vault/DMS Lead,packages/dms/src/repository.js; migrations,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,metadata persisted; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T002,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Storage adapter interface,Vault/DMS Lead,packages/dms/src/storage/storage-adapter.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,adapter contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T003,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Local storage adapter,Vault/DMS Lead,packages/dms/src/storage/local-storage-adapter.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,put/get/hash tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T004,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,S3 adapter skeleton,Vault/DMS Lead,packages/dms/src/storage/s3-storage-adapter.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no secret exposure tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T005,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,SharePoint/OneDrive adapter skeleton,Vault/DMS Lead,packages/dms/src/storage/sharepoint-storage-adapter.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,credential reference only; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T006,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,VaultObject canonical ID,Vault/DMS Lead,packages/dms/src/vault-object.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,ID prefix and domain validation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T007,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Workspace runtime,Vault/DMS Lead,packages/dms/src/workspace-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Matter required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T008,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Folder runtime,Vault/DMS Lead,packages/dms/src/folder-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,path permission test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T009,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Document upload runtime,Vault/DMS Lead,packages/dms/src/document-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,rollback on storage failure; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T010,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,DocumentVersion runtime,Vault/DMS Lead,packages/dms/src/version-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,version immutability test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T011,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,FileObject runtime,Vault/DMS Lead,packages/dms/src/file-object-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,raw path never returned; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T012,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P0,R4 foundation,Hash/lineage service,Vault/DMS Lead,packages/dms/src/lineage-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,hash mismatch detection; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T013,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Check-in/check-out locks,Vault/DMS Lead,packages/dms/src/lock-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,second editor blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T014,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Privilege/confidentiality labels,Vault/DMS Lead,packages/dms/src/privilege-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,privileged doc excluded from AI/search; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T015,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Legal hold integration,Vault/DMS Lead,packages/dms/src/legal-hold-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,held object delete blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T016,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Retention policy runtime,Vault/DMS Lead,packages/dms/src/retention-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,retention guard tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T017,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Redaction metadata runtime,Vault/DMS Lead,packages/dms/src/redaction-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,redacted export test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T018,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Secure link runtime,Vault/DMS Lead,packages/dms/src/secure-link-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,expired/MFA/watermark tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
